#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- sum profile for the simulated household group --- Number of households: 1 ---  --- For more information contact D.Fischer, David.Fischer@ise.fraunhofer.de
#time resolution: 15Min
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;P_el;FALSE;FALSE;W;load_el;Sum of synthetic load profile for all electrical demand of the simulated activities
YYYYMMDD;hhmmss;unixtimestamp;P_el
20150101;0;1420066800;158,705
20150101;1500;1420067700;158,638
20150101;3000;1420068600;158,705
20150101;4500;1420069500;331,431
20150101;10000;1420070400;159,386
20150101;11500;1420071300;159,453
20150101;13000;1420072200;159,37
20150101;14500;1420073100;334,274
20150101;20000;1420074000;159,674
20150101;21500;1420074900;159,674
20150101;23000;1420075800;379,117
20150101;24500;1420076700;173,892
20150101;30000;1420077600;325,534
20150101;31500;1420078500;160,428
20150101;33000;1420079400;160,364
20150101;34500;1420080300;160,346
20150101;40000;1420081200;332,866
20150101;41500;1420082100;160,168
20150101;43000;1420083000;160,153
20150101;44500;1420083900;339,442
20150101;50000;1420084800;342,348
20150101;51500;1420085700;160,118
20150101;53000;1420086600;159,907
20150101;54500;1420087500;344,242
20150101;60000;1420088400;351,104
20150101;61500;1420089300;159,236
20150101;63000;1420090200;159,549
20150101;64500;1420091100;159,537
20150101;70000;1420092000;328,483
20150101;71500;1420092900;159,534
20150101;73000;1420093800;159,214
20150101;74500;1420094700;159,26
20150101;80000;1420095600;512,721
20150101;81500;1420096500;170,239
20150101;83000;1420097400;169,927
20150101;84500;1420098300;169,605
20150101;90000;1420099200;679,935
20150101;91500;1420100100;356,01
20150101;93000;1420101000;2473,91
20150101;94500;1420101900;342,197
20150101;100000;1420102800;498,579
20150101;101500;1420103700;299,425
20150101;103000;1420104600;2436,72
20150101;104500;1420105500;425,662
20150101;110000;1420106400;577,119
20150101;111500;1420107300;580,345
20150101;113000;1420108200;387,043
20150101;114500;1420109100;547,135
20150101;120000;1420110000;389,455
20150101;121500;1420110900;592,233
20150101;123000;1420111800;381,148
20150101;124500;1420112700;727,776
20150101;130000;1420113600;545,129
